PDB,KD1,KD2,Initials,Notes
1drm,365,789.7,LL,"Kd1: int 3, Kd2: int 1"
2o7l,695.4,296,LL,"Kd1: int 2, Kd2: int 3"
6m97,864.2,363.2,LL,"Kd1: int 1, Kd2: int2"
2zds,na,na,LL,
5ck6,na,na,LL,
4a9e,na,na,LL,
2dxl,235.3,2630.2,LL,"Kd1: int 4-5, Kd2: int 1"
1vym,na,na,LL,
3gge,na,na,LL,
4a9o,na,na,LL,
3fst,na,na,LL,
4njp,747.2,296.1,LL,"Kd1: int 2, Kd2: int 3"
4lg4,na,na,LL,
4c8r,na,na,LL,
6wke,na,na,LL,
1hlq,na,na,LL,
5tt1,na,na,LL,
1k44,575.5,576.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
2zfz,na,na,LL,
1ff3,na,na,LL,
6m2d,na,na,LL,
4xi1,198,495.6,LL,"Kd1: int 7-9, Kd2: int 1-2"
2usn,na,na,LL,
5tvj,737.3,1970.3,LL,"Kd1: int 2, Kd2: int 1"
4h1d,775.7,364.6,LL,"Kd1: int 2, Kd2: int 3"
3vq9,na,na,LL,
3rs0,na,na,LL,
5dfm,na,na,LL,
5dep,na,na,LL,
4d80,na,na,LL,
3is5,454.3,1091.8,LL,"Kd1: int 4-9, Kd2: int 1-3"
3b48,na,na,LL,
3cag,524.6,442.3,LL,"Kd1: int 1-6, Kd2: int 9-11"
1z0g,na,na,LL,
3bue,437,341.4,LL,"Kd1: int 4-9, Kd2: int 10-12"
1jjh,na,na,LL,
5mrp,223.9,1525.3,LL,"Kd1: int 5, Kd2: int 1"
6m98,745.9,356.7,LL,"Kd1: int 1, Kd2: int 2"
2hvw,na,na,LL,
2o8n,379.8,627.1,LL,"Kd1: int 3, Kd2: int 2"
1bbs,464.9,746,LL,"Kd1: int 2-3, Kd2: int 1"
1ebo,na,na,LL,
3npe,531,586.4,LL,"Kd1: int 2, Kd2: int 1"
4dys,na,na,LL,
4cgb,na,na,LL,
2vqa,2709.5,619.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
3m5k,na,na,LL,
6wkf,na,na,LL,
3i23,541.5,1584,LL,"Kd1: int 2-3, Kd2: int 1"
6vuz,786.3,1973.3,LL,"Kd1: int 2, Kd2: int 1"
1szi,na,na,LL,
2f0r,na,na,LL,
6ten,na,na,LL,
1rre,na,na,LL,
3mnf,na,na,LL,
4ils,274.7,2694.5,LL,"Kd1: int 4-6, Kd2: int 1-2"
3v8f,1115.5,404.7,LL,"Kd1: int 1-3, Kd2: int 4-5"
3iom,873,534.5,LL,"Kd1: int 1-2, Kd2: int 3"
1s7m,na,na,LL,
1ix2,na,na,LL,
1sg4,na,na,LL,
4i1e,590.4,423,LL,"Kd1: int 1, Kd2: int 2"
3aqj,na,na,LL,
3rog,331.8,814.4,LL,"Kd1: int 3, Kd2: int 2"
2qkv,na,na,LL,
3alw,na,na,LL,
5j81,na,na,LL,
2p5m,575.6,438.1,LL,"Kd1: int 1-3, Kd2: int 4-5"
2bll,417.3,1757.3,LL,"Kd1: int 2, Kd2: int 1"
3n2n,na,na,LL,
5t9y,na,na,LL,
3s9o,na,na,LL,
4and,518.1,655.1,LL,"Kd1: int 2-3, kd2: int 1"
6xh5,na,na,LL,
3kqg,na,na,LL,
4a9h,na,na,LL,
1ixf,598,262.4,LL,"Kd1: int 1, Kd2: int 10"
4tso,na,na,LL,
5ixx,665.5,533.1,LL,"Kd1: int 2-3, Kd2: int 6"
1dun,1394,265.7,LL,"Kd1: int 1, Kd2: int 2"
4qbl,na,na,LL,
6t1d,na,na,LL,
4nfz,359.9,543.8,LL,"Kd1: int 7-9, Kd2: int 1-2"
3s1j,na,na,LL,
1y9e,na,na,LL,
1f8x,566.2,1602,LL,"Kd1: int 2-3, Kd2: int 1"
3qtk,na,na,LL,
3wj7,1134.1,261.2,LL,"Kd1: int 1-3, Kd2: int 6-7"
2rcc,na,na,LL,
3m4s,na,na,LL,
3hze,na,na,LL,
4co2,999.5,781.1,LL,"Kd1: int 1-2, Kd2: int 3"
5wdq,na,na,LL,
2ydw,na,na,LL,
1rr9,na,na,LL,
5w5p,na,na,LL,
3enw,na,na,LL,
4en0,na,na,LL,
3aud,284.6,405.2,LL,"Kd1: int 3-5, Kd2: int 1-2"
4uyo,na,na,LL,
3bt4,na,na,LL,good example of geared rings
1o65,na,na,LL,
5nqp,na,na,LL,
1u1z,na,na,LL,
1iw6,na,na,LL,
4lf2,na,na,LL,
2ux7,268.3,633.4,LL,"Kd1: int 4, Kd2: int 1"
6ncz,501.3,2657.2,LL,"Kd1: int 7-12, Kd2: int 1-3"
6qxg,na,na,LL,
3la4,4887.8,750.5,LL,"Kd1: int 1, Kd2: int 2"
6arz,na,na,LL,
2v16,614.5,697.2,LL,"Kd1: int 2-3, Kd2: int 1"
3g5w,1586.6,222.1,LL,"Kd1: int 1-6, Kd2: int 7-9"
6ssr,na,na,LL,
3udb,na,na,LL,
6as5,na,na,LL,
5w6h,na,na,LL,
3v7z,na,na,LL,
6p7l,na,na,LL,
6ozx,298.7,423.4,LL,"Kd1: int 4, Kd2: int 3"
2iu9,na,na,LL,
4gml,na,na,LL,
5nxn,na,na,LL,
3uw6,230.5,3005.3,LL,"Kd1: int 5-7, Kd2: int 1-2"
2e2y,na,na,LL,
1stz,na,na,LL,
6y13,na,na,LL,
4p94,na,na,LL,
4f7a,369,358.2,LL,"Kd1: int 2, Kd2: int 3"
4rsz,na,na,LL,
3gq8,na,na,LL,
2agd,487.4,397.8,LL,"Kd1: int 2-4, Kd2: int 8-9"
2aec,505.9,399.4,LL,"Kd1: int 2-4, Kd2: int 8-9"
4r88,761.4,2476.2,LL,"Kd1: int 4-9, Kd2: int 1-3"
1xfk,1323.7,309.2,LL,"Kd1: int 1, Kd2: int 3"
3iow,na,na,LL,
5c2c,na,na,LL,
2bi0,425.3,686.3,LL,"Kd1: int 3, Kd2: int 2"
4glu,na,na,LL,
1zke,na,na,LL,
2o67,1251.5,380.7,LL,"Kd1: int 1-3, Kd2: int 5-6"
4dwz,na,na,LL,
2bng,171.2,981.2,LL,"Kd1: int 7-9, Kd2: int 1-2"
5bkh,na,na,LL,
3gqa,na,na,LL,
5egi,711.1,797,LL,"Kd1: int 3-5, Kd2: int 1-2"
4mt4,na,na,LL,
6db1,na,na,LL,
1v4n,1240.8,302.8,LL,"Kd1: int 1-3, Kd2: int 5-6"
3gq7,na,na,LL,
1lt0,342.3,701.4,LL,"Kd1: int 3, Kd2: int 1"
6bfy,na,na,LL,
1hwu,na,na,LL,
